Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,TCGA_annot,CNV,SURV,grRatio
KHK,T47D,0.01367925,0.0,0.08972157575760001,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.0,0.0,0.990148448276,0.0,-0.8143560999999999,0.867293777778,0.598534166667,0.726147,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.1812252,0.0,0.0,1.25028525,-0.0021333333333299997,-2.0984979999999998,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,0.8478899999999999,0.129349275862,10,8,7,9,6,7,11,100,16,7,100,11,18,14,100,7,6,9,100,11,8,6,7,7,100,10,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,13,7,100,11,8,10,7,10,8,100,10,8,7,10,100,100,9,11,7,8,10,8,11,100,100,12,7,100,9,10,100,100,7,7,100,8,1852,1113,3.4724877714599995,2.286,CH,CC,0.0166615865551,0.543307086614,NEUTRAL,NEUT,UPREG,1.0
KMO,BT-549,0.029961416666700002,0.0,0.00197172727273,0.0,0.0,0.007871238095239999,0.17771873333299998,0.0,0.0,0.0049846000000000005,0.23041838888900001,0.0,0.02355264,0.0,0.0,0.8972969999999999,0.0,2.2164438,0.419759111111,0.387037833333,0.8252325714290001,0.0,0.0,0.0,0.0105939,0.00759225,5.10149253731e-05,0.00862133333333,0.0084765,0.0,-0.8405896999999999,0.0,0.0,1.08561725,-0.0016675999999999998,-2.098291,0.0,0.0,0.0013561428571399999,-4.07894736842e-05,-0.0516811111111,0.0,7.80379746835e-05,0.0,0.01069,0.0,0.00602463636364,0.0,0.048105,0.0110769767442,0.0,0.84593176,0.010256827586200001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,100,100,100,4303,3204,2.37851162325,4.957,AX,CA,1.5370951134900002,11.5581395349,NEUTRAL,GAIN,DOWNREG,0.996734695
KMO,HS-578-T,0.026505,0.0,0.638400212121,0.0,0.0,0.00837511904762,0.0909761333333,0.0,0.0,0.00498375,0.368164527778,0.0,0.024863200000000002,0.0,0.0,1.0795345517200001,0.0,-1.3964312,0.608783222222,0.7986888000000001,0.842205035714,0.0,0.0,0.0,0.0103488,0.008014499999999999,4.97014925373e-05,0.00857123809524,0.0093655,0.0,1.05,0.0,0.0,0.45508275,-0.0017664666666700004,-2.098335,0.0,0.0,0.00143157142857,-4.30526315789e-05,2.33333333333,0.0,8.24050632911e-05,0.0,0.0106664444444,0.0,0.00635981818182,0.0,0.047999,0.41079744185999995,0.0,1.68598004,-0.004382551724140001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,100,100,100,4303,3204,2.37851162325,2.299,AX,CA,1.5370951134900002,11.5581395349,NEUTRAL,GAIN,DOWNREG,0.9969079040000001
KMO,MCF7,0.014292,0.0,0.0799368181818,0.0,0.0,0.0101566428571,0.5277589333330001,0.0,0.0,0.004980699999999999,0.287851972222,0.0,0.02949356,0.0,0.0,1.017509,0.0,-1.0352059999999998,0.767862,0.660921066667,0.598449464286,0.0,0.0,0.0,0.0094824,0.009507,4.50597014925e-05,0.00839371428571,0.0125065,0.0,1.05,0.0,0.0,1.493962,-0.00211626666667,-0.0082875,0.0,0.0,0.00169814285714,-5.10526315789e-05,6.22222222222,0.0,9.77215189873e-05,0.0,0.010583777777799999,0.0,0.007544181818180002,0.0,0.047626999999999996,0.9314714418600001,0.0,0.8459146000000001,0.09583079310340001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,100,100,100,4303,3204,2.37851162325,2.296,AX,CA,1.5370951134900002,11.5581395349,NEUTRAL,GAIN,DOWNREG,0.995116502
KMO,MDA-MB-231,0.0302500833333,0.0,0.338394515152,0.0,0.0,0.0084329047619,0.329172333333,0.0,0.0,0.009360700000000001,0.298393638889,0.0,0.025012599999999996,0.0,0.0,0.8667959310340001,0.0,-0.6647508000000001,0.903515777778,0.320807333333,0.574752785714,0.0,0.0,0.0,0.010320600000000001,0.0080625,4.9552238806e-05,0.00856533333333,0.009467,0.0,1.0693521000000001,0.0,0.0,1.07115475,-0.0017778666666700001,-2.0983400000000003,0.0,0.0,0.00144014285714,-4.33157894737e-05,0.20344559259300002,0.0,8.29113924051e-05,0.0,0.010663777777799999,0.0,0.006398,0.0,0.047987,0.011042790697700002,0.0,0.84597996,-0.00868393103448,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,100,100,100,4303,3204,2.37851162325,2.305,AX,CA,1.5370951134900002,11.5581395349,NEUTRAL,GAIN,DOWNREG,0.996948223
KMO,T47D,0.009608083333329999,0.0,0.298055909091,0.0,0.0,0.0102368095238,0.6417334666669999,0.0,0.0,0.0025,0.23206152777800002,0.0,0.029701799999999997,0.0,0.0,0.9901471724140001,0.0,-1.9087988,0.23752922222199999,0.598523266667,0.6961135,0.0,0.0,0.0,0.0094434,0.0095745,4.48507462687e-05,0.00838571428571,0.012648000000000001,0.0,1.0304061,0.0,0.0,1.6524355,-0.00213206666667,-0.0083602,0.0,0.0,0.00171014285714,-5.14210526316e-05,0.0,0.0,9.841772151899999e-05,0.0,0.0,0.0,0.0075976363636400005,0.0,0.0,-0.0342566046512,0.0,0.8459139999999999,0.00711879310345,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,100,100,100,4303,3204,2.37851162325,2.4130000000000003,AX,CA,1.5370951134900002,11.5581395349,NEUTRAL,GAIN,DOWNREG,0.999417256
KYNU,BT-549,0.029961416666700002,0.0,0.00197172727273,0.0,0.0,0.007871238095239999,0.17771873333299998,0.0,0.0,0.0049846000000000005,0.23041838888900001,0.0,0.02355264,0.0,0.0,0.8972969999999999,0.0,2.2164438,0.419759111111,0.387037833333,0.8252325714290001,0.0,0.0,0.0,0.0105939,0.00759225,5.10149253731e-05,0.00862133333333,0.0084765,0.0,-0.8405896999999999,0.0,0.0,1.08561725,-0.0016675999999999998,-2.098291,0.0,0.0,0.0013561428571399999,-4.07894736842e-05,-0.0516811111111,0.0,7.80379746835e-05,0.0,0.01069,0.0,0.00602463636364,0.0,0.048105,0.0110769767442,0.0,0.84593176,0.010256827586200001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,4302,3203,4.0,8.73,AX,CA,-0.578364267388,0.2375,NEUTRAL,LOSS,NEUTRAL,0.996734695
KYNU,HS-578-T,0.026505,0.0,0.638400212121,0.0,0.0,0.00837511904762,0.0909761333333,0.0,0.0,0.00498375,0.368164527778,0.0,0.024863200000000002,0.0,0.0,1.0795345517200001,0.0,-1.3964312,0.608783222222,0.7986888000000001,0.842205035714,0.0,0.0,0.0,0.0103488,0.008014499999999999,4.97014925373e-05,0.00857123809524,0.0093655,0.0,1.05,0.0,0.0,0.45508275,-0.0017664666666700004,-2.098335,0.0,0.0,0.00143157142857,-4.30526315789e-05,2.33333333333,0.0,8.24050632911e-05,0.0,0.0106664444444,0.0,0.00635981818182,0.0,0.047999,0.41079744185999995,0.0,1.68598004,-0.004382551724140001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,4302,3203,4.0,2.286,AX,CA,-0.578364267388,0.2375,NEUTRAL,LOSS,NEUTRAL,0.9969079040000001
KYNU,MCF7,0.014292,0.0,0.0799368181818,0.0,0.0,0.0101566428571,0.5277589333330001,0.0,0.0,0.004980699999999999,0.287851972222,0.0,0.02949356,0.0,0.0,1.017509,0.0,-1.0352059999999998,0.767862,0.660921066667,0.598449464286,0.0,0.0,0.0,0.0094824,0.009507,4.50597014925e-05,0.00839371428571,0.0125065,0.0,1.05,0.0,0.0,1.493962,-0.00211626666667,-0.0082875,0.0,0.0,0.00169814285714,-5.10526315789e-05,6.22222222222,0.0,9.77215189873e-05,0.0,0.010583777777799999,0.0,0.007544181818180002,0.0,0.047626999999999996,0.9314714418600001,0.0,0.8459146000000001,0.09583079310340001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,4302,3203,4.0,8.703,AX,CA,-0.578364267388,0.2375,NEUTRAL,LOSS,NEUTRAL,0.995116502
KYNU,MDA-MB-231,0.0302500833333,0.0,0.338394515152,0.0,0.0,0.0084329047619,0.329172333333,0.0,0.0,0.009360700000000001,0.298393638889,0.0,0.025012599999999996,0.0,0.0,0.8667959310340001,0.0,-0.6647508000000001,0.903515777778,0.320807333333,0.574752785714,0.0,0.0,0.0,0.010320600000000001,0.0080625,4.9552238806e-05,0.00856533333333,0.009467,0.0,1.0693521000000001,0.0,0.0,1.07115475,-0.0017778666666700001,-2.0983400000000003,0.0,0.0,0.00144014285714,-4.33157894737e-05,0.20344559259300002,0.0,8.29113924051e-05,0.0,0.010663777777799999,0.0,0.006398,0.0,0.047987,0.011042790697700002,0.0,0.84597996,-0.00868393103448,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,4302,3203,4.0,2.634,AX,CA,-0.578364267388,0.2375,NEUTRAL,LOSS,NEUTRAL,0.996948223
KYNU,T47D,0.009608083333329999,0.0,0.298055909091,0.0,0.0,0.0102368095238,0.6417334666669999,0.0,0.0,0.0025,0.23206152777800002,0.0,0.029701799999999997,0.0,0.0,0.9901471724140001,0.0,-1.9087988,0.23752922222199999,0.598523266667,0.6961135,0.0,0.0,0.0,0.0094434,0.0095745,4.48507462687e-05,0.00838571428571,0.012648000000000001,0.0,1.0304061,0.0,0.0,1.6524355,-0.00213206666667,-0.0083602,0.0,0.0,0.00171014285714,-5.14210526316e-05,0.0,0.0,9.841772151899999e-05,0.0,0.0,0.0,0.0075976363636400005,0.0,0.0,-0.0342566046512,0.0,0.8459139999999999,0.00711879310345,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,100,100,100,4302,3203,4.0,10.763,AX,CA,-0.578364267388,0.2375,NEUTRAL,LOSS,NEUTRAL,0.999417256
LCAT,BT-549,0.0277658333333,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0033529000000000002,0.38631838888899994,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1493908,0.0,0.38879236666699996,0.393211428571,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,1.08561725,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.002315,6.13684210526e-05,-0.608979185185,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.0110752325581,0.0,0.84593156,0.00859434482759,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4302,3300,3.29278174923,3.471,BG,CA,-1.33788620938,0.119565217391,NEUTRAL,LOSS,UPREG,1.0
LCAT,HS-578-T,0.02587025,0.0,1.2741755454500001,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0025,0.370284444444,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,1.6732543999999998,0.0,0.7987375333329999,0.663334214286,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,-0.9201396000000001,0.0,0.0,0.08275725,-0.0017724,-2.0983375,0.0,0.0,0.00215042857143,-4.31578947368e-05,-0.71443,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.46935658139499997,0.0,0.84795988,-0.006044137931029999,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4302,3300,3.29278174923,3.446,BG,CA,-1.33788620938,0.119565217391,NEUTRAL,LOSS,UPREG,1.0
LCAT,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.45929813888899995,0.0,0.0296382,0.0,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.494963035714,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.90041945,0.0,0.0,1.493962,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.777777777778,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.011880931034500001,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4302,3300,3.29278174923,3.299,BG,CA,-1.33788620938,0.119565217391,NEUTRAL,LOSS,UPREG,1.0
LCAT,MDA-MB-231,0.029240166666700002,0.0,1.2741751515200002,0.0,0.0,0.00846214285714,0.3258198,0.0,0.0,0.00641145,0.531533083333,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.150517,0.0,0.3208661,0.667595821429,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.0024912,0.0,0.0,1.07115475,-0.0017836666666700004,-1.8087359,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.777777777778,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84597988,-0.0103577586207,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4302,3300,3.29278174923,3.7439999999999998,BG,CA,-1.33788620938,0.119565217391,NEUTRAL,LOSS,UPREG,1.0
LCAT,T47D,0.01367925,0.0,1.27416278788,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.8695567,0.281071222222,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.1812252,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,0.84795224,0.00410493103448,100,100,100,100,100,100,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4302,3300,3.29278174923,4.526,BG,CA,-1.33788620938,0.119565217391,NEUTRAL,LOSS,UPREG,1.0
LCT,BT-549,0.0277658333333,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0033529000000000002,0.38631838888899994,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1493908,0.0,0.38879236666699996,0.393211428571,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,1.08561725,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.002315,6.13684210526e-05,-0.608979185185,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.0110752325581,0.0,0.84593156,0.00859434482759,17,17,16,18,15,16,19,100,24,16,100,20,26,20,100,16,15,16,100,17,14,15,16,16,100,18,100,100,100,100,100,100,15,19,100,15,100,100,100,15,15,21,16,100,18,17,19,16,17,17,100,5,17,16,17,100,100,15,19,16,17,19,17,19,100,100,20,16,100,16,19,100,100,16,16,100,17,2083,1301,7.94836723158,2.289,DH,IN,-0.413472807666,0.275862068966,NEUTRAL,LOSS,NEUTRAL,1.0
LCT,HS-578-T,0.02587025,0.0,1.2741755454500001,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0025,0.370284444444,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,1.6732543999999998,0.0,0.7987375333329999,0.663334214286,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,-0.9201396000000001,0.0,0.0,0.08275725,-0.0017724,-2.0983375,0.0,0.0,0.00215042857143,-4.31578947368e-05,-0.71443,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.46935658139499997,0.0,0.84795988,-0.006044137931029999,17,17,16,18,15,16,19,100,24,16,100,20,26,20,100,16,15,16,100,17,14,15,16,16,100,18,100,100,100,100,100,100,15,19,100,15,100,100,100,15,15,21,16,100,18,17,19,16,17,17,100,5,17,16,17,100,100,15,19,16,17,19,17,19,100,100,20,16,100,16,19,100,100,16,16,100,17,2083,1301,7.94836723158,2.286,DH,IN,-0.413472807666,0.275862068966,NEUTRAL,LOSS,NEUTRAL,1.0
LCT,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.45929813888899995,0.0,0.0296382,0.0,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.494963035714,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.90041945,0.0,0.0,1.493962,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.777777777778,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.011880931034500001,17,17,16,18,15,16,19,100,24,16,100,20,26,20,100,16,15,16,100,17,14,15,16,16,100,18,100,100,100,100,100,100,15,19,100,15,100,100,100,15,15,21,16,100,18,17,19,16,17,17,100,5,17,16,17,100,100,15,19,16,17,19,17,19,100,100,20,16,100,16,19,100,100,16,16,100,17,2083,1301,7.94836723158,2.286,DH,IN,-0.413472807666,0.275862068966,NEUTRAL,LOSS,NEUTRAL,1.0
LCT,MDA-MB-231,0.029240166666700002,0.0,1.2741751515200002,0.0,0.0,0.00846214285714,0.3258198,0.0,0.0,0.00641145,0.531533083333,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.150517,0.0,0.3208661,0.667595821429,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.0024912,0.0,0.0,1.07115475,-0.0017836666666700004,-1.8087359,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.777777777778,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84597988,-0.0103577586207,17,17,16,18,15,16,19,100,24,16,100,20,26,20,100,16,15,16,100,17,14,15,16,16,100,18,100,100,100,100,100,100,15,19,100,15,100,100,100,15,15,21,16,100,18,17,19,16,17,17,100,5,17,16,17,100,100,15,19,16,17,19,17,19,100,100,20,16,100,16,19,100,100,16,16,100,17,2083,1301,7.94836723158,2.286,DH,IN,-0.413472807666,0.275862068966,NEUTRAL,LOSS,NEUTRAL,1.0
LCT,T47D,0.01367925,0.0,1.27416278788,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.8695567,0.281071222222,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.1812252,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,0.84795224,0.00410493103448,17,17,16,18,15,16,19,100,24,16,100,20,26,20,100,16,15,16,100,17,14,15,16,16,100,18,100,100,100,100,100,100,15,19,100,15,100,100,100,15,15,21,16,100,18,17,19,16,17,17,100,5,17,16,17,100,100,15,19,16,17,19,17,19,100,100,20,16,100,16,19,100,100,16,16,100,17,2083,1301,7.94836723158,2.286,DH,IN,-0.413472807666,0.275862068966,NEUTRAL,LOSS,NEUTRAL,1.0
LDHA,BT-549,0.038025916666699994,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0091749,0.255666138889,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1610348,0.0,0.38879236666699996,0.635389607143,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,0.807689,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,-0.777777777778,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.00783713953488,0.0,-0.60253968,0.008594275862069999,3,7,6,6,5,6,7,100,12,4,100,10,14,10,100,6,5,5,100,7,4,7,6,6,100,7,100,100,100,100,100,100,7,7,100,4,100,100,100,7,7,9,6,100,4,7,7,6,6,5,100,11,7,6,6,100,100,5,7,8,7,9,7,8,100,100,8,8,100,5,6,100,100,8,8,100,7,1790,1066,10.827078016500002,13.433,AZ,CC,0.393360459841,0.5957446808510001,NEUTRAL,NEUT,UPREG,1.0
