genelistrounded,grRatio,CL,Gene,Cell Line
8802,0.977680563,DU-145,SUCLG1,DU-145
8803,1,DU-145,SUCLA2,DU-145
11041,1,DU-145,B4GAT1,DU-145
284208,1,DU-145,B3GNTL1,DU-145
374907,1,DU-145,B3GNT8,DU-145
79369,1,DU-145,B3GNT4,DU-145
93010,1,DU-145,B3GNT7,DU-145
2651,1,DU-145,GCNT2,DU-145
65010,1,DU-145,SLC26A6,DU-145
1583,1,DU-145,CYP11A1,DU-145
291,1,DU-145,SLC25A4,DU-145
292,1,DU-145,SLC25A5,DU-145
293,1,DU-145,SLC25A6,DU-145
3158,0.999483447,DU-145,HMGCS2,DU-145
587,0.890626634,DU-145,BCAT2,DU-145
3242,0.989235174,DU-145,HPD,DU-145
3293,1,DU-145,HSD17B3,DU-145
216,1,DU-145,ALDH1A1,DU-145
224,1,DU-145,ALDH3A2,DU-145
501,1,DU-145,ALDH7A1,DU-145
8854,1,DU-145,ALDH1A2,DU-145
10317,1,DU-145,B3GALT5,DU-145
27306,1,DU-145,HPGDS,DU-145
5730,1,DU-145,PTGDS,DU-145
29920,1,DU-145,PYCR2,DU-145
65263,1,DU-145,PYCR3,DU-145
3283,1,DU-145,HSD3B1,DU-145
3028,0.994560572,DU-145,HSD17B10,DU-145
11164,1,DU-145,NUDT5,DU-145
3418,1,DU-145,IDH2,DU-145
8310,1,DU-145,ACOX3,DU-145
8228,1,DU-145,PNPLA4,DU-145
23539,1,DU-145,SLC16A8,DU-145
9123,1,DU-145,SLC16A3,DU-145
9194,1,DU-145,SLC16A7,DU-145
4507,1,DU-145,MTAP,DU-145
53354,1,DU-145,PANK1,DU-145
55229,1,DU-145,PANK4,DU-145
79646,1,DU-145,PANK3,DU-145
80025,1,DU-145,PANK2,DU-145
8647,1,DU-145,ABCB11,DU-145
8714,1,DU-145,ABCC3,DU-145
8869,1,DU-145,ST3GAL5,DU-145
51477,1,DU-145,ISYNA1,DU-145
7364,1,DU-145,UGT2B7,DU-145
7367,1,DU-145,UGT2B17,DU-145
5236,1,DU-145,PGM1,DU-145
2348,1,DU-145,FOLR1,DU-145
2351,1,DU-145,,DU-145
2352,1,DU-145,FOLR3,DU-145
29906,1,DU-145,ST8SIA5,DU-145
10588,1,DU-145,MTHFS,DU-145
5833,1,DU-145,PCYT2,DU-145
2593,1,DU-145,GAMT,DU-145
4128,1,DU-145,MAOA,DU-145
4129,1,DU-145,MAOB,DU-145
79178,1,DU-145,THTPA,DU-145
5297,1,DU-145,PI4KA,DU-145
5298,1,DU-145,PI4KB,DU-145
55361,1,DU-145,PI4K2A,DU-145
