genelistrounded,grRatio,CL,Gene,Cell Line
3795,1,A549     ,KHK,A549
124,1,A549     ,ADH1A,A549
125,1,A549     ,ADH1B,A549
126,1,A549     ,ADH1C,A549
127,1,A549     ,ADH4,A549
128,1,A549     ,ADH5,A549
130,1,A549     ,ADH6,A549
131,1,A549     ,ADH7,A549
137872,1,A549     ,ADHFE1,A549
284273,1,A549     ,ZADH2,A549
28,1,A549     ,ABO,A549
11182,1,A549     ,SLC2A6,A549
144195,1,A549     ,SLC2A14,A549
154091,1,A549     ,SLC2A12,A549
155184,1,A549     ,SLC2A7,A549
29988,1,A549     ,SLC2A8,A549
56606,1,A549     ,SLC2A9,A549
6517,1,A549     ,SLC2A4,A549
66035,1,A549     ,SLC2A11,A549
81031,1,A549     ,SLC2A10,A549
5264,1,A549     ,PHYH,A549
27034,1,A549     ,ACAD8,A549
113189,1,A549     ,CHST14,A549
166012,1,A549     ,CHST13,A549
50515,1,A549     ,CHST11,A549
55501,1,A549     ,CHST12,A549
10026,1,A549     ,PIGK,A549
128869,1,A549     ,PIGU,A549
51604,1,A549     ,PIGT,A549
8733,1,A549     ,GPAA1,A549
94005,1,A549     ,PIGS,A549
36,1,A549     ,ACADSB,A549
51146,1,A549     ,A4GNT,A549
3034,0.996255999,A549     ,HAL,A549
10229,1,A549     ,COQ7,A549
4668,1,A549     ,NAGA,A549
8942,0.997191363,A549     ,KYNU,A549
6799,1,A549     ,SULT1A2,A549
6817,1,A549     ,SULT1A1,A549
6818,1,A549     ,SULT1A3,A549
1644,1,A549     ,DDC,A549
3067,1,A549     ,HDC,A549
2618,1,A549     ,GART,A549
197258,1,A549     ,FCSK,A549
2235,1,A549     ,FECH,A549
23169,1,A549     ,SLC35D1,A549
4245,1,A549     ,MGAT1,A549
4842,1,A549     ,NOS1,A549
4843,1,A549     ,NOS2,A549
4844,1,A549     ,NOS2P2,A549
4845,1,A549     ,NOS2P1,A549
4846,1,A549     ,NOS3,A549
10993,1,A549     ,SDS,A549
1603,1,A549     ,DAD1,A549
1650,1,A549     ,DDOST,A549
6184,1,A549     ,RPN1,A549
6185,1,A549     ,RPN2,A549
80142,1,A549     ,PTGES2,A549
9536,1,A549     ,PTGES,A549
2271,0.946507314,A549     ,FH,A549
246213,1,A549     ,SLC17A8,A549
57030,1,A549     ,SLC17A7,A549
57084,1,A549     ,SLC17A6,A549
2583,1,A549     ,B4GALNT1,A549
51227,1,A549     ,PIGP,A549
5277,1,A549     ,PIGA,A549
5279,1,A549     ,PIGC,A549
5283,1,A549     ,PIGH,A549
8818,1,A549     ,DPM2,A549
9091,1,A549     ,PIGQ,A549
376497,1,A549     ,SLC27A1,A549
54187,1,A549     ,NANS,A549
7841,1,A549     ,MOGS,A549
246,1,A549     ,ALOX15,A549
247,1,A549     ,ALOX15B,A549
410,1,A549     ,ARSA,A549
6319,1,A549     ,SCD,A549
10998,1,A549     ,SLC27A5,A549
1152,1,A549     ,CKB,A549
1158,1,A549     ,CKM,A549
3931,1,A549     ,LCAT,A549
27349,1,A549     ,MCAT,A549
10007,1,A549     ,GNPDA1,A549
132789,1,A549     ,GNPDA2,A549
5223,1,A549     ,PGAM1,A549
5224,1,A549     ,PGAM2,A549
669,1,A549     ,BPGM,A549
1586,1,A549     ,CYP17A1,A549
38,0.99864266,A549     ,ACAT1,A549
142680,1,A549     ,SLC34A3,A549
2224,0,A549     ,FDPS,A549
11285,1,A549     ,B4GALT7,A549
2629,1,A549     ,GBA,A549
10560,1,A549     ,SLC19A2,A549
80704,1,A549     ,SLC19A3,A549
6533,1,A549     ,SLC6A6,A549
6489,1,A549     ,ST8SIA1,A549
1581,1,A549     ,CYP7A1,A549
11253,1,A549     ,MAN1B1,A549
89874,0.994663124,A549     ,SLC25A21,A549
26227,0.719660501,A549     ,PHGDH,A549
2597,1,A549     ,GAPDH,A549
26330,1,A549     ,GAPDHS,A549
1589,1,A549     ,CYP21A2,A549
8534,1,A549     ,CHST1,A549
10257,1,A549     ,ABCC4,A549
5211,1,A549     ,PFKL,A549
5213,1,A549     ,PFKM,A549
5214,1,A549     ,PFKP,A549
118881,1,A549     ,COMTD1,A549
1118,1,A549     ,CHIT1,A549
27159,1,A549     ,CHIA,A549
54682,1,A549     ,MANSC1,A549
10057,1,A549     ,ABCC5,A549
6559,1,A549     ,SLC12A3,A549
9154,1,A549     ,SLC28A1,A549
7389,1,A549     ,UROD,A549
55312,1,A549     ,RFK,A549
383,1,A549     ,ARG1,A549
6649,1,A549     ,SOD3,A549
10157,0.99747272,A549     ,AASS,A549
1632,1,A549     ,ECI1,A549
8564,0.997191363,A549     ,KMO,A549
27430,1,A549     ,MAT2B,A549
4143,1,A549     ,MAT1A,A549
4144,1,A549     ,MAT2A,A549
5198,0,A549     ,PFAS,A549
3628,1,A549     ,INPP1,A549
1119,1,A549     ,CHKA,A549
1120,1,A549     ,CHKB,A549
30815,1,A549     ,ST6GALNAC6,A549
166785,1,A549     ,MMAA,A549
8528,1,A549     ,DDO,A549
1572,1,A549     ,CYP2F1,A549
134526,1,A549     ,ACOT12,A549
570,1,A549     ,BAAT,A549
6573,1,A549     ,SLC19A1,A549
2023,1,A549     ,ENO1,A549
2026,1,A549     ,ENO2,A549
2027,1,A549     ,ENO3,A549
26237,1,A549     ,,A549
3422,1,A549     ,IDI1,A549
91734,1,A549     ,IDI2,A549
29929,1,A549     ,ALG6,A549
51251,1,A549     ,NT5C3A,A549
471,0,A549     ,ATIC,A549
3990,1,A549     ,LIPC,A549
4837,1,A549     ,NNMT,A549
51302,1,A549     ,CYP39A1,A549
10870,1,A549     ,HCST,A549
23533,1,A549     ,PIK3R5,A549
