genelistrounded,grRatio,CL,Gene,Cell Line
291,1,BT-549    ,SLC25A4,BT-549
292,1,BT-549    ,SLC25A5,BT-549
293,1,BT-549    ,SLC25A6,BT-549
3158,0.999867337,BT-549    ,HMGCS2,BT-549
587,0.964045453,BT-549    ,BCAT2,BT-549
3242,0.996859671,BT-549    ,HPD,BT-549
3293,1,BT-549    ,HSD17B3,BT-549
216,1,BT-549    ,ALDH1A1,BT-549
224,1,BT-549    ,ALDH3A2,BT-549
501,1,BT-549    ,ALDH7A1,BT-549
8854,1,BT-549    ,ALDH1A2,BT-549
10317,1,BT-549    ,B3GALT5,BT-549
27306,1,BT-549    ,HPGDS,BT-549
5730,1,BT-549    ,PTGDS,BT-549
29920,1,BT-549    ,PYCR2,BT-549
65263,1,BT-549    ,PYCR3,BT-549
3283,1,BT-549    ,HSD3B1,BT-549
3028,0.998414319,BT-549    ,HSD17B10,BT-549
11164,1,BT-549    ,NUDT5,BT-549
3418,1,BT-549    ,IDH2,BT-549
8310,1,BT-549    ,ACOX3,BT-549
8228,1,BT-549    ,PNPLA4,BT-549
23539,1,BT-549    ,SLC16A8,BT-549
9123,1,BT-549    ,SLC16A3,BT-549
9194,1,BT-549    ,SLC16A7,BT-549
4507,1,BT-549    ,MTAP,BT-549
53354,1,BT-549    ,PANK1,BT-549
55229,1,BT-549    ,PANK4,BT-549
79646,1,BT-549    ,PANK3,BT-549
80025,1,BT-549    ,PANK2,BT-549
8647,1,BT-549    ,ABCB11,BT-549
8714,1,BT-549    ,ABCC3,BT-549
8869,1,BT-549    ,ST3GAL5,BT-549
51477,1,BT-549    ,ISYNA1,BT-549
7364,1,BT-549    ,UGT2B7,BT-549
7367,1,BT-549    ,UGT2B17,BT-549
5236,1,BT-549    ,PGM1,BT-549
2348,1,BT-549    ,FOLR1,BT-549
2351,1,BT-549    ,,BT-549
2352,1,BT-549    ,FOLR3,BT-549
29906,1,BT-549    ,ST8SIA5,BT-549
10588,1,BT-549    ,MTHFS,BT-549
5833,1,BT-549    ,PCYT2,BT-549
2593,1,BT-549    ,GAMT,BT-549
4128,1,BT-549    ,MAOA,BT-549
4129,1,BT-549    ,MAOB,BT-549
79178,1,BT-549    ,THTPA,BT-549
5297,1,BT-549    ,PI4KA,BT-549
5298,1,BT-549    ,PI4KB,BT-549
55361,1,BT-549    ,PI4K2A,BT-549
113235,1,BT-549    ,SLC46A1,BT-549
10768,1,BT-549    ,AHCYL1,BT-549
191,1,BT-549    ,AHCY,BT-549
140679,1,BT-549    ,SLC32A1,BT-549
2653,0.891739361,BT-549    ,GCSH,BT-549
2731,0.891739361,BT-549    ,GLDC,BT-549
275,0.891739361,BT-549    ,AMT,BT-549
55902,1,BT-549    ,ACSS2,BT-549
30833,1,BT-549    ,NT5C,BT-549
64850,1,BT-549    ,ETNPPL,BT-549
64902,1,BT-549    ,AGXT2,BT-549
266722,1,BT-549    ,HS6ST3,BT-549
90161,1,BT-549    ,HS6ST2,BT-549
9394,1,BT-549    ,HS6ST1,BT-549
1638,1,BT-549    ,DCT,BT-549
2821,0.944618273,BT-549    ,GPI,BT-549
112611,1,BT-549    ,RWDD2A,BT-549
97,1,BT-549    ,ACYP1,BT-549
98,1,BT-549    ,ACYP2,BT-549
27232,1,BT-549    ,GNMT,BT-549
1312,1,BT-549    ,COMT,BT-549
10396,1,BT-549    ,ATP8A1,BT-549
57194,1,BT-549    ,ATP10A,BT-549
5471,0,BT-549    ,PPAT,BT-549
1854,1,BT-549    ,DUT,BT-549
3340,1,BT-549    ,NDST1,BT-549
64579,1,BT-549    ,NDST4,BT-549
8509,1,BT-549    ,NDST2,BT-549
9348,1,BT-549    ,NDST3,BT-549
3795,1,BT-549    ,KHK,BT-549
124,1,BT-549    ,ADH1A,BT-549
125,1,BT-549    ,ADH1B,BT-549
126,1,BT-549    ,ADH1C,BT-549
127,1,BT-549    ,ADH4,BT-549
128,1,BT-549    ,ADH5,BT-549
130,1,BT-549    ,ADH6,BT-549
131,1,BT-549    ,ADH7,BT-549
137872,1,BT-549    ,ADHFE1,BT-549
284273,1,BT-549    ,ZADH2,BT-549
28,1,BT-549    ,ABO,BT-549
11182,1,BT-549    ,SLC2A6,BT-549
144195,1,BT-549    ,SLC2A14,BT-549
154091,1,BT-549    ,SLC2A12,BT-549
155184,1,BT-549    ,SLC2A7,BT-549
29988,1,BT-549    ,SLC2A8,BT-549
56606,1,BT-549    ,SLC2A9,BT-549
6517,1,BT-549    ,SLC2A4,BT-549
66035,1,BT-549    ,SLC2A11,BT-549
81031,1,BT-549    ,SLC2A10,BT-549
5264,1,BT-549    ,PHYH,BT-549
27034,1,BT-549    ,ACAD8,BT-549
113189,1,BT-549    ,CHST14,BT-549
